Name,Enthalpy,vDW,HBD,HBA,Lost Water entropy,Side chain conformational entropy
ZINC16923173,798.856,491.961,126.497,180.397,66.0,-14.540000000000001
ZINC28419413,798.858,797.574,11.6586,-10.3748,45.0,-16.61
ZINC17094519,798.862,803.367,-2.80974,-1.69544,51.0,-13.02
ZINC00467880,798.875,794.348,-5.24606,9.77325,45.0,-15.9
ZINC04840135,798.886,445.694,-2.44598,355.637,54.0,-13.49
ZINC23253961,798.913,578.037,150.23,70.6455,39.0,-20.59
ZINC22849608,798.915,619.207,84.5331,95.1749,36.0,-17.64
ZINC14847561,798.923,560.144,100.028,138.75,33.0,-14.32
BDB5452,798.938,806.628,-2.35313,-5.3363,36.0,-13.15
ZINC18323311,798.942,816.539,-9.84565,-7.75183,39.0,-10.68
ZINC26035308,798.944,788.532,-0.413452,10.8254,54.0,-15.02
ZINC03576290,798.945,246.363,255.949,296.633,45.0,-11.6
ZINC22842861,798.951,812.677,-4.14032,-9.5861,54.0,-9.24
ZINC04899398,798.954,590.606,20.3428,188.006,45.0,-16.67
ZINC30749136,798.957,734.943,-2.14718,66.1607,45.0,-11.03
ZINC31468995,798.973,701.323,-0.81776,98.4677,78.0,-15.76
ZINC22179703,798.975,807.05,-4.28462,-3.78984,48.0,-14.13
ZINC15972157,798.98,425.666,186.499,186.816,48.0,-12.11
ZINC00753778,799.008,735.178,-3.10162,66.9318,24.0,-16.580000000000002
ZINC22735129,799.015,777.499,-6.74875,28.2644,54.0,-15.52
ZINC04664714,799.017,442.644,178.77,177.602,39.0,-13.24
ZINC17852950,799.021,475.692,10.7258,312.603,60.0,-15.8
ZINC04664714,799.022,797.85,8.1336,-6.96166,33.0,-16.29
ZINC04355163,799.023,428.715,113.617,256.69,75.0,-12.46
ZINC11220330,799.025,796.49,-0.803934,3.33884,27.0,-8.44
ZINC27947985,799.048,714.801,90.0135,-5.76633,57.0,-18.26
ZINC25004964,799.07,438.39,-3.63999,364.32,63.0,-16.05
ZINC22945462,799.072,809.258,-7.74179,-2.4435,51.0,-12.61
ZINC09878893,799.076,649.721,-12.2371,161.592,69.0,-18.84
ZINC25217495,799.088,813.894,-4.91982,-9.88593,72.0,-17.82
ZINC02956599,799.098,393.726,292.188,113.184,51.0,-11.89
ZINC01961255,799.121,431.171,355.724,12.2265,54.0,-14.11
ZINC08811269,799.18,649.023,85.5584,64.5985,66.0,-25.63
ZINC21916740,799.183,651.483,27.5739,120.127,51.0,-19.35
ZINC01739471,799.258,799.402,-0.144229,0,42.0,-10.93
ZINC30505968,799.262,797.732,8.08636,-6.55704,51.0,-16.86
ZINC20717172,799.266,586.073,50.5864,162.607,45.0,-14.02
ZINC04229672,799.269,759.81,38.3092,1.14996,24.0,-13.34
ZINC15406385,799.269,381.142,98.7062,319.421,48.0,-13.290000000000001
ZINC04715688,799.274,801.639,3.14538,-5.5097,54.0,-10.14
ZINC10366344,799.29,675.183,-8.41149,132.519,60.0,-11.78
ZINC07878902,799.336,824.372,-7.72721,-17.3091,69.0,-15.38
ZINC27789250,799.364,396,100.287,303.078,39.0,-18.55
ZINC29311214,799.369,470.973,328.125,0.270903,39.0,-16.18
ZINC16977658,799.381,698.796,51.2947,49.2911,45.0,-15.700000000000001
ZINC14969409,799.39,568.044,134.158,97.1884,63.0,-17.43
ZINC30509939,799.417,594.942,203.53,0.944551,48.0,-10.83
BDB5452,799.429,713.085,94.7797,-8.43565,45.0,-18.46
ZINC09369129,799.429,766.805,15.0742,17.55,39.0,-14.65
ZINC28726390,799.445,790.255,-1.46512,10.6542,57.0,-13.790000000000001
ZINC28222919,799.446,631.12,5.72138,162.604,63.0,-15.47
ZINC15307247,799.452,811.419,-5.66199,-6.30508,36.0,-15.9
ZINC30793746,799.453,647.839,77.3873,74.2262,27.0,-11.72
ZINC09009589,799.457,340.617,210.845,247.995,69.0,-15.77
ZINC09929013,799.484,748.322,-2.03758,53.199,60.0,-12.31
ZINC13086566,799.501,478.158,161.427,159.916,42.0,-15.15
ZINC15693133,799.505,720.072,-0.870255,80.3034,84.0,-13.790000000000001
ZINC04870989,799.506,627.109,88.0771,84.3205,36.0,-16.580000000000002
ZINC16020331,799.53,601.037,0.965115,197.528,54.0,-15.56
ZINC29628567,799.546,805.012,-0.758996,-4.70719,42.0,-14.59
ZINC28368352,799.559,793.81,10.6127,-4.86349,39.0,-16.93
ZINC28132328,799.571,801.764,-0.703963,-1.48901,57.0,-13.21
ZINC14963018,799.573,801.081,-4.88128,3.37375,45.0,-13.36
ZINC04743451,799.587,604.142,-2.22176,197.666,45.0,-17.400000000000002
ZINC19324236,799.587,304.435,132.1,363.052,66.0,-18.11
ZINC01934120,799.594,-15.4581,-2.3572,817.409,48.0,-10.26
ZINC20909845,799.605,653.884,67.9893,77.7318,75.0,-13.52
ZINC20292762,799.641,245.273,189.198,365.17,51.0,-19.2
ZINC21899611,799.66,365.658,172.282,261.72,60.0,-15.08
ZINC29812139,799.732,801.113,-0.956979,-0.423953,12.0,-11.44
ZINC07719367,799.745,139.579,288.296,371.87,45.0,-9.14
ZINC14610760,799.775,607.547,76.7112,115.517,45.0,-18.22
ZINC08613979,799.779,734.785,7.44898,57.545,60.0,-17.990000000000002
ZINC10366344,799.781,362.868,210.406,226.507,48.0,-12.58
ZINC28605124,799.834,777.378,29.1345,-6.67785,45.0,-14.09
ZINC11913967,799.85,631.171,84.4044,84.2742,57.0,-18.150000000000002
ZINC13706662,799.855,811.326,-3.56683,-7.90402,48.0,-14.51
ZINC20912340,799.872,780.204,22.4723,-2.80473,48.0,-16.65
ZINC30735052,799.928,796.684,-2.93365,6.17787,54.0,-13.05
ZINC01378428,799.944,782.253,-2.53174,20.2226,54.0,-17.080000000000002
ZINC22633488,799.945,608.029,10.5108,181.405,45.0,-14.52
ZINC23452226,799.955,768.072,-2.56274,34.4456,66.0,-18.69
ZINC03542645,799.99,154.473,1.19923,644.318,63.0,-12.6
ZINC00753778,800.039,641.717,12.4417,145.88,33.0,-15.01
BDB13914,800.046,603.072,106.974,90,63.0,-15.33
ZINC16644882,800.063,559.422,38.8188,201.822,87.0,-21.400000000000002
ZINC24225499,800.063,316.603,242.262,241.199,57.0,-13.040000000000001
ZINC02544291,800.063,778.428,12.7881,8.84701,51.0,-16.990000000000002
ZINC01378446,800.071,791.474,1.67096,6.92623,54.0,-11.47
ZINC27802694,800.074,578.814,-1.59507,222.855,48.0,-11.94
ZINC21327934,800.08,569.216,90.7404,140.123,60.0,-17.47
ZINC26453478,800.088,662.214,26.5636,111.311,57.0,-12.43
ZINC15434705,800.108,582.673,232.022,-14.587,45.0,-14.5
ZINC01378428,800.135,789.583,-3.88211,14.4339,60.0,-14.64
ZINC30785304,800.143,640.962,43.4883,115.693,60.0,-11.73
ZINC02553817,800.158,731.051,32.5116,36.5953,24.0,-13.75
ZINC18261111,800.193,769.716,13.9298,16.5477,45.0,-14.120000000000001
ZINC31761659,800.195,698.392,-0.733538,102.537,54.0,-12.94
ZINC30898684,800.244,725.125,3.07814,72.0409,42.0,-13.59
ZINC21649674,800.252,724.123,-4.93959,81.0688,45.0,-11.41
ZINC22945462,800.254,412.346,199.435,188.474,78.0,-19.28
ZINC04670323,800.264,87.8217,128.787,583.655,45.0,-14.17
ZINC02911450,800.306,804.173,-1.37164,-2.49544,48.0,-9.27
ZINC29082038,800.364,613.8,7.46233,179.102,30.0,-14.81
ZINC26878412,800.42,801.497,-0.532695,-0.543985,33.0,-13.98
ZINC08905788,800.422,762.065,41.4872,-3.12937,45.0,-14.950000000000001
ZINC15033254,800.424,790.567,-0.462895,10.3203,63.0,-18.6
ZINC29974017,800.426,687.273,-0.130218,113.284,57.0,-16.39
ZINC09941801,800.434,807.752,-4.97993,-2.33839,45.0,-14.63
ZINC29812139,800.443,703.149,101.899,-4.60433,42.0,-13.49
ZINC15759120,800.45,788.11,-0.920566,13.2614,48.0,-12.34
ZINC04236720,800.458,445.82,178.624,176.014,54.0,-13.450000000000001
ZINC27673753,800.464,614.651,121.115,64.6986,51.0,-15.290000000000001
ZINC20912340,800.473,781.392,21.8948,-2.81333,48.0,-16.65
ZINC20111718,800.518,524.424,106.218,169.875,54.0,-14.96
ZINC13976489,800.533,696.841,20.6304,83.0613,51.0,-17.97
ZINC16644882,800.539,389.092,54.8448,356.602,45.0,-9.75
ZINC19953225,800.54,408.241,6.97876,385.32,81.0,-13.11
ZINC03412693,800.54,809.277,-3.43334,-5.30338,48.0,-19.990000000000002
ZINC20667985,800.55,702.562,100.992,-3.00301,60.0,-20.240000000000002
ZINC02802850,800.569,660.452,-2.04429,142.162,30.0,-13.120000000000001
ZINC08442003,800.596,630.379,24.6708,145.546,81.0,-11.18
ZINC30594800,800.631,799.657,1.87893,-0.904406,45.0,-19.18
ZINC22179703,800.652,672.764,132.278,-4.38916,42.0,-15.58
ZINC23410760,800.661,436.676,251.735,112.251,57.0,-17.27
ZINC29370695,800.664,385.403,239.072,176.188,42.0,-19.5
ZINC19313476,800.669,621.47,-3.33323,182.533,60.0,-20.81
ZINC13976489,800.691,586.93,88.5486,125.212,66.0,-12.3
ZINC19708299,800.714,760.224,17.5049,22.9848,57.0,-12.96
ZINC04743451,800.721,332.696,194.817,273.208,36.0,-19.29
ZINC09972069,800.729,484.575,305.552,10.6024,72.0,-13.91
ZINC07400412,800.743,800.744,2.10318,-2.105,42.0,-12.68
ZINC31952331,800.744,365.993,223.41,211.341,18.0,-13.91
ZINC28477336,800.766,702.924,13.3069,84.5352,69.0,-13.17
ZINC27120231,800.769,784.095,5.64891,11.0245,54.0,-15.950000000000001
ZINC16680639,800.771,600.808,13.1219,186.841,78.0,-14.98
ZINC02662101,800.775,797.667,0.44971,2.65855,81.0,-16.69
ZINC09397322,800.777,676.216,-0.324022,124.886,57.0,-18.84
ZINC16977658,800.785,756.156,21.9289,22.6997,45.0,-10.57
ZINC02618726,800.787,771.739,-1.55514,30.6038,27.0,-13.26
ZINC21175583,800.793,777.643,-2.46859,25.6181,42.0,-14.780000000000001
ZINC12419186,800.799,798.135,6.70337,-4.03936,42.0,-16.31
ZINC28895104,800.804,351.249,214.997,234.558,60.0,-14.9
ZINC07587245,800.804,556.107,13.7922,230.905,54.0,-14.14
ZINC23226903,800.812,794.815,5.99711,0,36.0,-11.48
ZINC02300986,800.839,653.226,150.341,-2.72834,39.0,-12.35
ZINC31468995,800.905,645.727,13.3954,141.783,66.0,-10.9
ZINC24572360,800.946,275.506,438.895,86.5446,57.0,-17.7
ZINC13921987,800.957,695.153,20.7006,85.1037,75.0,-17.05
ZINC02956599,800.976,404.896,23.5796,372.501,99.0,-17.87
ZINC27063443,800.978,238.331,134.793,427.854,45.0,-16.82
ZINC29772147,801,748.311,14.7885,37.901,72.0,-12.82
ZINC15406385,801.004,695.194,19.2312,86.5788,48.0,-12.49
ZINC07098927,801.013,684.511,0,116.502,42.0,-14.22
ZINC07344925,801.044,676.27,2.54729,122.226,42.0,-14.71
ZINC10366344,801.054,265.547,55.0182,480.488,51.0,-12.58
ZINC29082038,801.055,569.353,44.7028,186.999,36.0,-13.530000000000001
ZINC09929013,801.055,719.296,52.5804,29.1779,66.0,-13.8
ZINC14656591,801.094,358.535,158.798,283.761,45.0,-17.39
ZINC09472352,801.095,683.702,-2.10274,119.495,54.0,-19.830000000000002
ZINC27860100,801.104,659.833,40.5601,100.711,54.0,-10.370000000000001
ZINC01739471,801.106,803.639,-2.53235,0,39.0,-12.700000000000001
ZINC20424464,801.118,534.196,179.012,87.9096,63.0,-18.01
ZINC11054886,801.12,599.133,109.954,92.0334,69.0,-18.5
ZINC21287427,801.122,90.8527,270.871,439.398,60.0,-18.85
ZINC29082038,801.132,597.542,26.3881,177.202,33.0,-14.35
ZINC23172771,801.139,718.512,-4.65913,87.2855,51.0,-14.83
BDB5452,801.157,742.9,-1.00944,59.2663,48.0,-12.32
ZINC13611087,801.184,583.836,-0.260307,217.609,57.0,-12.32
ZINC00718631,801.185,356.107,453.549,-8.47157,45.0,-15.41
ZINC24225499,801.191,316.347,235.451,249.393,57.0,-13.040000000000001
ZINC18811785,801.193,806.815,-0.437228,-5.18445,39.0,-13.88
ZINC12325874,801.195,549.742,4.07561,247.378,45.0,-15.69
ZINC12570106,801.217,357.042,73.3712,370.803,51.0,-6.71
ZINC13555346,801.228,743.333,-1.85782,59.7532,39.0,-13.040000000000001
ZINC14963018,801.233,569.514,93.0786,138.64,60.0,-14.6
ZINC10197754,801.253,687.342,114.606,-0.695691,57.0,-16.73
ZINC06309614,801.274,811.567,-3.72894,-6.56441,57.0,-14.19
ZINC26764358,801.274,531.426,255.187,14.6617,39.0,-10.98
ZINC24274192,801.28,698.576,8.29854,94.406,45.0,-13.290000000000001
ZINC18323311,801.282,808.157,-3.70402,-3.17084,42.0,-14.02
ZINC18185425,801.289,381.885,144.898,274.506,24.0,-9.22
ZINC01642445,801.32,677.149,29.1763,94.9946,42.0,-14.290000000000001
ZINC24449032,801.346,488.487,90,222.859,48.0,-11.65
ZINC16808972,801.369,741.529,7.09399,52.7465,51.0,-13.91
ZINC14258569,801.377,756.71,51.7777,-7.11087,48.0,-11.66
ZINC25665353,801.393,356.884,173.333,271.175,45.0,-12.96
ZINC11980904,801.413,555.79,61.4218,184.201,54.0,-21.35
ZINC28250348,801.422,702.484,102.97,-4.03151,36.0,-12.64
ZINC04909153,801.424,625.948,8.59294,166.882,75.0,-15.870000000000001
ZINC21826329,801.426,700.873,8.89637,91.6564,60.0,-13.9
ZINC20032260,801.428,479.229,323.231,-1.03266,48.0,-12.57
BDB5451,801.433,789.252,5.59426,6.58689,27.0,-14.040000000000001
ZINC31257205,801.433,805.798,-2.85125,-1.51401,42.0,-15.32
ZINC23452226,801.461,769.262,-3.5812,35.7809,75.0,-13.9
ZINC06443991,801.477,766.764,14.8219,19.8912,54.0,-17.12
ZINC02964465,801.478,319.61,-0.566918,482.434,78.0,-15.450000000000001
ZINC18185425,801.479,818.295,-7.55382,-9.26265,30.0,-17.61
ZINC12583777,801.482,646.196,74.0602,81.2263,69.0,-10.34
BDB5458,801.485,520.41,-7.58082,288.656,69.0,-11.9
ZINC09929013,801.511,807.326,-3.62573,-2.18956,39.0,-11.72
ZINC14842710,801.523,730.896,38.4852,32.1423,33.0,-15.860000000000001
ZINC24217936,801.524,571.287,111.147,119.091,39.0,-7.24
ZINC22727394,801.53,739.322,-4.22516,66.4327,57.0,-21.990000000000002
ZINC10535795,801.55,796.167,-1.09043,6.4738,45.0,-15.700000000000001
ZINC08811269,801.566,529.656,84.294,187.616,75.0,-11.08
ZINC29918306,801.581,192.556,521.266,87.7591,57.0,-16.66
ZINC13922344,801.587,261.954,255.192,284.441,63.0,-15.75
ZINC17205195,801.59,671.448,-7.51584,137.658,84.0,-14.22
ZINC23473809,801.595,781.429,5.926,14.24,36.0,-8.06
ZINC03376318,801.596,463.59,89.1697,248.836,60.0,-13.77
ZINC08893836,801.623,517.198,205.522,78.9032,42.0,-11.01
ZINC22542801,801.638,489.175,-0.711539,313.175,39.0,-15.65
ZINC03168593,801.644,782.894,10.8224,7.9279,54.0,-11.74
ZINC01058176,801.652,573.58,61.266,166.806,54.0,-13.3
ZINC02794487,801.704,659.72,1.34163,140.643,39.0,-10.53
ZINC09397322,801.708,775.801,19.1404,6.76586,33.0,-18.740000000000002
ZINC30550114,801.712,491.278,130.969,179.465,42.0,-13.17
ZINC10480387,801.726,804.854,-1.99705,-1.13028,36.0,-15.72
ZINC07400412,801.746,791.768,-4.64413,14.6216,39.0,-11.65
ZINC21677339,801.778,694.604,-3.97378,111.147,84.0,-18.01
ZINC20258593,801.808,633.061,84.2335,84.5137,48.0,-19.63
ZINC15972854,801.809,757.882,-10.6498,54.5771,78.0,-19.85
ZINC10519117,801.817,601.577,5.57681,194.663,15.0,-9.59
ZINC13921987,801.829,484.115,-1.32056,319.034,45.0,-12.700000000000001
ZINC00753778,801.854,808.79,-4.36256,-2.57387,36.0,-10.27
ZINC12784804,801.86,805.392,-1.60456,-1.92718,39.0,-16.81
ZINC14648346,801.888,448.873,153.679,199.336,54.0,-13.200000000000001
ZINC14966015,801.896,394.899,120.096,286.901,51.0,-13.43
ZINC12323875,801.904,662.073,36.4391,103.392,51.0,-23.28
ZINC31410065,801.924,718.666,-0.531986,83.7901,54.0,-12.91
BDB13913,801.93,805.562,-2.90391,-0.728192,57.0,-15.31
ZINC15188592,801.939,583.22,27.7886,190.93,30.0,-16.4
ZINC27233669,801.973,681.567,124.876,-4.47051,69.0,-15.41
ZINC11612972,802.002,755.952,0.180017,45.87,30.0,-15.34
ZINC27189408,802.009,645.111,33.2117,123.686,36.0,-15.94
ZINC24225499,802.024,322.074,238.557,241.392,57.0,-13.040000000000001
ZINC04739826,802.03,570.252,-6.99756,238.775,72.0,-14.26
ZINC28605124,802.035,487.658,133.205,181.172,48.0,-12.31
ZINC21916740,802.039,418.51,184.69,198.839,42.0,-16.47
ZINC02618726,802.044,813.966,-1.42652,-10.4955,39.0,-13.08
ZINC03168593,802.062,783.171,10.8592,8.03206,54.0,-11.74
ZINC05025058,802.069,786.794,-1.16964,16.4442,78.0,-18.59
BDB5451,802.082,585.929,108.741,107.413,54.0,-11.24
ZINC16923173,802.089,463.832,297.192,41.0654,57.0,-9.790000000000001
ZINC31891915,802.099,742.803,-3.74328,63.0397,60.0,-13.23
ZINC31952331,802.105,302.695,13.1624,486.248,60.0,-14.15
BDB5440,802.106,698.518,-3.04253,106.631,72.0,-13.71
ZINC20647470,802.108,645.756,79.5695,76.7818,57.0,-19.12
ZINC12259495,802.108,694.152,0,107.956,42.0,-12.01
ZINC24614822,802.112,628.232,85.6514,88.2285,24.0,-13.67
BDB5446,802.113,603.657,98.4402,100.015,48.0,-16.65
ZINC12916602,802.145,823.202,-8.29108,-12.7656,48.0,-13.88
BDB5451,802.147,738.846,31.7824,31.5185,39.0,-15.25
ZINC05256676,802.163,492.278,217.234,92.6507,30.0,-8.4
ZINC12823459,802.172,732.617,-4.91391,74.4684,54.0,-21.580000000000002
ZINC30600562,802.177,516.604,138.748,146.825,48.0,-13.81
ZINC22073510,802.185,793.696,0.315826,8.1727,54.0,-16.0
ZINC08613979,802.191,396.088,4.7165,401.386,33.0,-10.28
ZINC27445499,802.204,462.15,89.6603,250.394,60.0,-16.490000000000002
ZINC27443726,802.224,666.948,-0.239936,135.516,36.0,-14.08
ZINC25860557,802.235,611.394,18.2836,172.558,93.0,-20.54
ZINC28222919,802.247,557.421,160.052,84.7739,60.0,-14.540000000000001
ZINC27860100,802.29,609.702,74.9158,117.671,48.0,-12.43
ZINC26032715,802.295,750.277,-7.3457,59.3639,72.0,-16.06
ZINC19204006,802.299,738.185,61.4796,2.63449,48.0,-18.01
ZINC23473809,802.325,476.88,153.571,171.873,48.0,-16.78
ZINC20175511,802.33,608.792,109.017,84.5205,42.0,-15.120000000000001
ZINC00753778,802.368,809.281,-4.36192,-2.55118,36.0,-10.27
ZINC31843170,802.377,806.584,-1.70885,-2.49807,27.0,-9.44
ZINC04911277,802.387,621.829,4.36229,176.195,42.0,-14.290000000000001
ZINC18185425,802.401,410.714,140.496,251.191,21.0,-12.67
ZINC13550776,802.403,712.328,80.8579,9.2167,72.0,-17.77
ZINC21325620,802.439,700.307,81.3641,20.7674,45.0,-14.51
ZINC26151106,802.439,568.965,145.43,88.0442,51.0,-22.29
ZINC14258569,802.45,769.788,15.7857,16.8767,39.0,-15.06
ZINC30159444,802.451,356.356,251.926,194.169,54.0,-10.98
ZINC29759819,802.453,680.364,-5.30664,127.396,93.0,-19.580000000000002
ZINC20930311,802.458,322.389,324.243,155.826,42.0,-11.31
ZINC08845159,802.476,693.889,4.17654,104.41,69.0,-19.35
ZINC01378428,802.487,800.602,-2.26345,4.14827,45.0,-13.47
ZINC10731590,802.504,781.295,2.59753,18.6116,51.0,-18.26
ZINC16896176,802.52,769.958,-3.27469,35.8371,54.0,-16.95
ZINC20762624,802.535,781.101,-1.8341,23.268,33.0,-14.69
ZINC25356948,802.553,509.731,-1.28659,294.109,51.0,-18.53
ZINC24449032,802.57,599.383,7.38589,195.801,30.0,-13.450000000000001
ZINC27247676,802.604,781.817,-1.47422,22.2611,30.0,-9.86
ZINC29082038,802.613,478.375,-1.13307,325.371,36.0,-13.25
ZINC16066846,802.648,687.886,-3.84751,118.61,75.0,-15.32
ZINC04664714,802.649,676.028,127.947,-1.32593,57.0,-15.97
BDB5447,802.649,820.958,-9.07753,-9.23144,63.0,-11.98
ZINC26765018,802.665,798.142,20.8977,-16.3747,72.0,-17.77
ZINC25053446,802.669,572.98,113.039,116.651,36.0,-20.04
ZINC24004811,802.698,659.956,11.4911,131.252,54.0,-20.04
ZINC29292562,802.699,816.2,-3.80379,-9.6971,69.0,-13.68
ZINC22262399,802.716,813.981,-3.28253,-7.98254,51.0,-13.24
ZINC01290250,802.738,802.856,2.91496,-3.03323,39.0,-14.77
ZINC28816991,802.739,79.952,14.4011,708.386,60.0,-15.950000000000001
ZINC05842353,802.742,815.384,-4.50615,-8.13542,63.0,-20.31
ZINC27445499,802.751,213.091,181.714,407.947,66.0,-12.86
ZINC16026780,802.785,632.781,23.0083,146.996,78.0,-19.27
BDB27961,802.795,805.286,-1.95984,-0.531006,48.0,-15.5
ZINC30985884,802.813,815.649,-6.40356,-6.43225,42.0,-16.0
ZINC22945462,802.818,780.683,23.0173,-0.883054,63.0,-15.06
BDB5441,802.84,628.92,23.4557,150.464,99.0,-17.75
BDB13907,802.846,437.743,85.89,279.213,48.0,-18.76
ZINC29424726,802.862,552.54,7.59758,242.724,42.0,-12.44
ZINC05525510,802.864,504.685,-0.818328,298.997,45.0,-16.1
ZINC16749053,802.869,802.084,1.74482,-0.95949,51.0,-13.530000000000001
ZINC25124100,802.875,789.029,-3.89305,17.7388,45.0,-13.73
ZINC16012792,802.876,716.928,8.73777,77.2097,54.0,-14.99
ZINC22543647,802.876,693.054,92.4532,17.3687,33.0,-17.56
ZINC04302940,802.882,529.918,130.348,142.616,72.0,-21.85
ZINC05882281,802.883,750.302,28.6998,23.8813,21.0,-10.99
ZINC16923173,802.888,480.514,234.622,87.7514,60.0,-12.43
ZINC31670769,802.943,808.874,-2.14728,-3.7836,45.0,-13.21
ZINC19854444,802.953,625.814,89.8988,87.2406,36.0,-13.620000000000001
ZINC09522037,802.961,47.8734,707.19,47.898,60.0,-10.61
ZINC31405990,802.965,347.883,0.537266,454.545,48.0,-15.35
ZINC14258569,802.997,804.813,-2.05138,0.235796,45.0,-12.15
ZINC03233606,803.02,713.618,17.752,71.6493,72.0,-15.85
ZINC14842710,803.051,395.037,183.762,224.252,66.0,-16.09
BDB5441,803.058,807.768,-2.47664,-2.23417,42.0,-17.25
BDB13906,803.075,814.958,-3.24188,-8.64155,66.0,-13.3
ZINC04715688,803.089,707.16,2.39276,93.5368,66.0,-13.790000000000001
ZINC02745118,803.109,804.552,4.53184,-5.97492,45.0,-10.290000000000001
ZINC31916306,803.121,805.224,-1.06578,-1.0376,18.0,-13.74
BDB5459,803.133,803.554,0.10932,-0.530873,30.0,-12.01
ZINC03168593,803.141,815.466,-4.71175,-7.61277,51.0,-13.23
ZINC30957050,803.142,475.886,77.126,250.13,57.0,-20.330000000000002
ZINC27450238,803.142,571.111,92.497,139.534,27.0,-16.13
ZINC06102500,803.176,477.155,57.352,268.669,45.0,-15.09
ZINC11650912,803.183,607.233,99.1505,96.8,42.0,-15.43
ZINC07759675,803.211,557.159,-2.43396,248.485,48.0,-14.16
ZINC10004386,803.247,343.968,88.814,370.465,54.0,-12.81
ZINC08322376,803.257,274.665,88.5365,440.056,42.0,-14.870000000000001
ZINC28483969,803.294,818.512,-4.69704,-10.5209,66.0,-14.69
ZINC09941801,803.311,692.066,-5.90021,117.145,33.0,-18.42
ZINC03995744,803.354,461.639,42.9029,298.812,42.0,-20.0
ZINC22107281,803.364,813.008,-3.5765,-6.06677,18.0,-12.370000000000001
ZINC07266305,803.408,458.641,12.8163,331.951,54.0,-15.25
ZINC04715688,803.439,699.264,87.8721,16.3031,69.0,-12.05
ZINC02794487,803.473,819.835,-7.85966,-8.50287,33.0,-14.36
ZINC22073510,803.487,572.2,2.88295,228.405,60.0,-14.69
ZINC01977251,803.49,323.83,29.2862,450.375,48.0,-14.36
BDB5447,803.491,716.632,36.3254,50.5333,33.0,-15.92
ZINC11408201,803.52,676.265,52.6651,74.5896,45.0,-19.36
ZINC13712696,803.544,158.148,487.936,157.46,39.0,-15.52
ZINC21287427,803.55,496.668,195.629,111.253,81.0,-18.650000000000002
ZINC16066846,803.601,563.44,3.10755,237.053,84.0,-14.19
ZINC20130338,803.623,772.77,7.82279,23.03,42.0,-13.09
ZINC02407821,803.64,806.565,-1.96748,-0.956918,54.0,-11.97
ZINC09015506,803.65,736.805,1.4301,65.4144,45.0,-16.3
ZINC02386205,803.678,713.135,32.5767,57.9665,60.0,-12.08
ZINC09397322,803.693,561.785,0.131326,241.776,39.0,-12.21
ZINC04870989,803.697,620.48,87.6396,95.5769,33.0,-12.39
ZINC29976590,803.712,358.02,279.275,166.418,33.0,-16.23
ZINC28816991,803.713,334.166,121.366,348.181,72.0,-16.990000000000002
ZINC29628567,803.719,775.768,-0.411154,28.3626,39.0,-9.17
ZINC30550114,803.735,491.643,132.659,179.433,42.0,-13.17
ZINC01739471,803.74,791.312,12.4279,0,51.0,-11.23
ZINC19313476,803.742,744.391,0.0985374,59.2526,57.0,-18.150000000000002
ZINC10535795,803.767,749.39,28.8589,25.5184,36.0,-14.11
ZINC14902286,803.779,729.694,-1.97879,76.0631,33.0,-15.93
ZINC29424726,803.811,494.286,101.102,208.423,27.0,-16.7
ZINC21006552,803.814,809.29,8.58047,-14.0566,48.0,-13.51
ZINC31843170,803.814,800.521,3.10654,0.185871,30.0,-9.450000000000001
ZINC07238988,803.842,563.575,4.00734,236.259,57.0,-16.27
ZINC31843170,803.866,663.592,70.4182,69.8553,57.0,-16.55
ZINC25665353,803.873,549.646,83.3794,170.847,48.0,-18.52
ZINC29812139,803.907,427.642,80.6155,295.65,51.0,-10.25
ZINC08582695,803.911,440.991,157.355,205.564,72.0,-11.870000000000001
ZINC09541466,803.915,771.571,-2.40531,34.7489,39.0,-16.09
ZINC10815426,803.92,224.433,-4.0576,583.545,54.0,-14.3
ZINC16028563,803.933,585.151,33.0743,185.708,66.0,-16.85
ZINC24274192,803.961,370.934,-8.56842,441.596,78.0,-13.450000000000001
ZINC17852950,803.962,786.833,23.2704,-6.14113,69.0,-14.41
BDB5460,803.963,749.816,44.8551,9.29179,63.0,-13.36
ZINC01739471,803.981,736.297,67.684,0,30.0,-14.48
ZINC15406385,804.034,807.357,-1.79984,-1.52304,60.0,-18.89
ZINC31916306,804.058,807.5,-0.878564,-2.56342,39.0,-17.45
ZINC02957495,804.067,744.889,31.6678,27.5102,45.0,-17.82
ZINC04258582,804.074,577.945,111.658,114.471,33.0,-13.98
ZINC09929013,804.078,812.954,-2.47126,-6.40476,87.0,-12.49
ZINC05842609,804.083,658.818,123.195,22.0702,45.0,-15.99
ZINC23410760,804.088,620.883,-0.708119,183.913,51.0,-14.450000000000001
ZINC13976489,804.108,320.855,446.471,36.7818,48.0,-15.6
ZINC29370695,804.119,561.879,97.9822,144.258,48.0,-17.490000000000002
ZINC00866647,804.126,506.953,112.554,184.619,69.0,-12.780000000000001
ZINC10004386,804.141,768.887,-3.90791,39.1618,63.0,-17.900000000000002
ZINC06395648,804.148,535.569,130.644,137.935,60.0,-14.5
ZINC23410760,804.15,367.512,-3.33174,439.97,60.0,-14.1
ZINC31952331,804.185,561.17,88.8794,154.136,18.0,-14.1
ZINC27731513,804.188,508.439,210.357,85.3913,57.0,-12.8
ZINC26617169,804.204,687.222,6.26859,110.713,27.0,-16.92
